"Player","Games","Min","Ast.To","PPS","DRTG","ORTG","NRTG","TS.","USG.","ORB.","DRB.","TRB.","FGA","FGA2","FGA3","FGM2","FGM3","StlPer","AstPer","eFGPer","FloorPer","Season","Team"
"LIGHTY, DAVID",27,"618:06",1.5862,1.22,117.53,112.07,-5.46,0.5616,21.2059,4.05,10.12,6.85,217,138,79,73,28,2.37,14.66,53,50.51,"2019-2020","LDLC ASVEL Villeurbanne"
"LOMAZS, RIHARDS",27,"355:42",1.375,1.28,121.02,110.46,-10.56,0.5616,18.5722,1.92,5.99,3.79,103,46,57,19,22,1.48,11.13,50.49,46.87,"2019-2020","LDLC ASVEL Villeurbanne"
"MALEDON, THEO",22,"389:02",1.6829,1.3,119.82,102.85,-16.97,0.5628,23.6298,1.17,11.98,6.15,125,76,49,39,18,1.05,33.81,52.8,47.05,"2019-2020","LDLC ASVEL Villeurbanne"
"NOUA, AMINE",25,"352:29",0.381,1.23,117.73,100.94,-16.79,0.5732,18.2532,4.52,13.98,8.88,102,56,46,35,15,1.33,4.29,56.37,45.56,"2019-2020","LDLC ASVEL Villeurbanne"
"PAYNE, ADREIAN",13,"236:50",0.8333,1.52,114.39,124.53,10.14,0.6554,24.3421,7.2,20.24,13.21,90,47,43,29,17,1.73,8.85,60.56,55.28,"2019-2020","LDLC ASVEL Villeurbanne"
"STRAZEL, MATTHEW",16,"222:33",1.3158,1.21,122.83,96.27,-26.56,0.545,17.2785,1.02,5.38,3.03,53,24,29,9,12,0.79,19.48,50.94,40.55,"2019-2020","LDLC ASVEL Villeurbanne"
"TAYLOR, JORDAN",26,"526:57",2.5128,1.1,120.24,102.56,-17.68,0.4827,23.7924,2.16,7.07,4.42,188,116,72,47,24,1.56,34.67,44.15,46.72,"2019-2020","LDLC ASVEL Villeurbanne"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"ABROMAITIS, TIM",27,"491:15",2.1667,1.38,113.79,128.96,15.17,0.6224,17.3822,5.99,19.99,12.48,146,70,76,40,31,1.53,9.75,59.25,56.03,"2019-2020","Zenit St Petersburg"
"ALBICY, ANDREW",27,"580:24",2.1429,1.13,117.44,102.65,-14.79,0.5046,18.4334,2.34,7.22,4.6,157,52,105,21,37,2.38,26.4,48.73,43.65,"2019-2020","Zenit St Petersburg"
"AYON, GUSTAVO",26,"556:25",0.9032,1.32,109.77,107.47,-2.3,0.6018,29.1642,13.02,17.65,15.16,245,244,1,146,0,3.42,23.69,59.59,53.63,"2019-2020","Zenit St Petersburg"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"HOLLINS, AUSTIN",27,"615:52",1.25,1.22,114.32,113.55,-0.77,0.5718,22.0243,4.96,6.59,5.72,229,82,147,47,51,3.46,12.3,53.93,46.96,"2019-2020","Zenit St Petersburg"
"IVERSON, COLTON",26,"424:04",0.7297,1.45,112.73,105.54,-7.19,0.5935,18.4861,12.54,22.54,17.18,101,100,1,56,0,1.22,11.47,55.45,53.01,"2019-2020","Zenit St Petersburg"
"KHVOSTOV, DMITRY",18,"256:06",2.5263,1,122.26,99.07,-23.19,0.4561,17.0577,0.88,3.07,1.9,64,32,32,16,7,0.9,31.37,41.41,44.27,"2019-2020","Zenit St Petersburg"
"PONITKA, MATEUSZ",18,"438:10",0.9062,1.37,114.76,107.38,-7.38,0.5811,19.3583,8.01,15.24,11.36,120,83,37,47,12,1.97,11.98,54.17,50.92,"2019-2020","Zenit St Petersburg"
"PONKRASHOV, ANTON",22,"255:40",1.6429,0.75,116.32,80.01,-36.31,0.3488,18.0678,2.21,12.8,7.12,75,28,47,10,10,1.8,14.77,33.33,34.62,"2019-2020","Zenit St Petersburg"
"PUSHKOV, ANTON",17,"111:08",0.3571,0.91,114.53,74.83,-39.7,0.4353,22.3788,8.15,10.6,9.28,35,32,3,13,1,2.07,8.02,41.43,35.96,"2019-2020","Zenit St Petersburg"
"RENFROE, ALEX",22,"410:16",2.3488,1.16,116.44,102.93,-13.51,0.4982,20.9566,3.31,8.3,5.62,114,69,45,29,15,2.53,42.45,45.18,46.68,"2019-2020","Zenit St Petersburg"
"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0"
"THOMAS, WILL",27,"754:04",2.9231,1.36,116.28,128.32,12.04,0.603,15.8228,4.8,12.67,8.45,205,129,76,78,26,1.99,9.17,57.07,59.11,"2019-2020","Zenit St Petersburg"
"TRUSHKIN, VLADISLAV",24,"266",1.6,0.95,121.65,0,0,0.4767,16.487,5.86,7.75,6.73,86,19,67,8,22,0.43,5.13,47.67,0,"2019-2020","Zenit St Petersburg"
"VORONOV, EVGENY",18,"316:02",0.8571,1,119.16,88.52,-30.64,0.45,21.6862,1.79,5.8,3.65,107,55,52,18,18,1.64,9.93,42.06,38.7,"2019-2020","Zenit St Petersburg"
"ZUBKOV, ANDREY",12,"188:22",1.2222,0.88,118.75,91.96,-26.79,0.4178,17.5938,6.01,12.51,9.02,56,31,25,13,6,0.61,9.96,39.29,40.63,"2019-2020","Zenit St Petersburg"
