"Player","G","GS","Min","Pts","FGM2","FGA2","FGM3","FGA3","FTM","FTA","O","D","T","As","St","To","Fv","Ag","Cm","Rv","PIR","Season","Team"
"MAHMUTOGLU, MELIH","21","9","361:55","137","17","43","33","65","4","5","5","12","17","10","6","4","0","2","39","5","71","2019-2020","Fenerbahce Beko Istanbul"
"MUHAMMED, ALI","22","2","319:33","120","15","26","24","66","18","19","6","22","28","29","10","20","0","2","32","30","109","2019-2020","Fenerbahce Beko Istanbul"
"NUNNALLY, JAMES","9","1","120:21","38","6","12","5","12","11","11","4","9","13","6","2","6","1","1","11","8","37","2019-2020","Fenerbahce Beko Istanbul"
"SANCAKLI, EKREM","1","0","6:05","5","1","1","1","1","0","0","0","1","1","0","0","1","0","0","0","0","5","2019-2020","Fenerbahce Beko Istanbul"
"SLOUKAS, KOSTAS","25","19","726:19","289","54","112","35","83","76","81","17","53","70","153","22","66","1","4","49","83","388","2019-2020","Fenerbahce Beko Istanbul"
"STIMAC, VLADIMIR","8","0","80:26","37","14","20","0","0","9","13","6","14","20","3","0","8","0","0","12","15","45","2019-2020","Fenerbahce Beko Istanbul"
"THOMAS, MALCOLM","12","7","178:55","35","13","31","0","1","9","10","16","27","43","13","10","8","1","4","30","18","58","2019-2020","Fenerbahce Beko Istanbul"
"VESELY, JAN","18","10","456:52","155","65","108","0","2","25","48","29","47","76","28","23","22","12","2","53","69","218","2019-2020","Fenerbahce Beko Istanbul"
"WESTERMANN, LEO","22","10","262:29","84","8","22","21","44","5","7","5","30","35","39","8","23","0","3","43","17","75","2019-2020","Fenerbahce Beko Istanbul"
"WILLIAMS, DERRICK","28","20","730:32","316","69","114","44","118","46","69","20","89","109","34","30","29","9","7","42","71","349","2019-2020","Fenerbahce Beko Istanbul"
"ARNA, EGEHAN","3","0","10:11","0","0","1","0","1","0","0","0","1","1","0","0","1","2","1","2","0","-3","2018-2019","Fenerbahce Beko Istanbul"
"BIBEROVIC, TARIK","8","0","46:55","18","6","12","1","8","3","6","2","10","12","1","1","3","0","2","2","3","12","2018-2019","Fenerbahce Beko Istanbul"
"DATOME, LUIGI","34","15","717:39","305","57","104","49","118","44","48","23","98","121","26","17","34","8","6","82","52","287","2018-2019","Fenerbahce Beko Istanbul"
"DUVERIOGLU, AHMET","31","22","346:23","90","41","66","0","0","8","20","32","49","81","21","17","30","12","6","65","30","113","2018-2019","Fenerbahce Beko Istanbul"
"ENNIS, TYLER","3","0","30:33","19","6","8","1","1","4","6","0","2","2","3","1","3","0","0","3","5","20","2018-2019","Fenerbahce Beko Istanbul"
"GREEN, ERICK","28","19","353:14","156","40","65","20","49","16","17","2","20","22","21","11","6","2","2","29","21","141","2018-2019","Fenerbahce Beko Istanbul"
"GUDURIC, MARKO","36","18","795:59","337","61","97","52","109","59","70","13","57","70","79","33","45","8","6","75","70","367","2018-2019","Fenerbahce Beko Istanbul"
"GULER, SINAN","20","2","116:04","29","14","22","0","9","1","2","0","5","5","16","11","6","1","2","18","5","23","2018-2019","Fenerbahce Beko Istanbul"
"KALINIC, NIKOLA","35","16","891:19","337","85","160","35","88","62","79","31","83","114","62","25","39","6","16","76","100","368","2018-2019","Fenerbahce Beko Istanbul"
"LAUVERGNE, JOFFREY","22","4","395:30","187","75","125","6","20","19","37","25","54","79","40","8","19","7","4","32","39","223","2018-2019","Fenerbahce Beko Istanbul"
"MAHMUTOGLU, MELIH","31","5","373:33","174","25","42","35","76","19","20","3","23","26","17","5","5","1","1","45","23","136","2018-2019","Fenerbahce Beko Istanbul"
"MELLI, NICOLO","36","34","934:20","263","56","118","37","96","40","49","40","106","146","58","34","36","20","4","104","86","333","2018-2019","Fenerbahce Beko Istanbul"
"MUHAMMED, ALI","34","22","604:58","315","47","85","65","131","26","30","12","45","57","76","21","38","0","5","67","51","302","2018-2019","Fenerbahce Beko Istanbul"
"SLOUKAS, KOSTAS","33","12","879:23","389","80","138","48","107","85","91","7","65","72","157","18","62","1","8","51","109","502","2018-2019","Fenerbahce Beko Istanbul"
"TIRPANCI, ERGI","1","0","1:02","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","-1","2018-2019","Fenerbahce Beko Istanbul"
"VESELY, JAN","31","11","777:57","380","135","204","1","5","107","136","49","97","146","73","43","56","17","3","88","135","545","2018-2019","Fenerbahce Beko Istanbul"
"ARNA, EGEHAN","1","0","3:10","2","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","2017-2018","Fenerbahce Dogus Istanbul"
"DATOME, LUIGI","35","15","836:18","336","68","130","52","117","44","48","23","95","118","38","14","34","20","7","71","56","339","2017-2018","Fenerbahce Dogus Istanbul"
"DUVERIOGLU, AHMET","27","12","241:42","90","39","55","0","0","12","26","19","29","48","14","7","8","9","3","55","20","92","2017-2018","Fenerbahce Dogus Istanbul"
"GUDURIC, MARKO","36","17","596:35","241","51","78","37","83","28","32","16","40","56","69","26","38","0","2","72","55","258","2017-2018","Fenerbahce Dogus Istanbul"
"GULER, SINAN","10","0","68:27","23","2","11","6","10","1","2","3","6","9","7","3","9","0","0","9","3","13","2017-2018","Fenerbahce Dogus Istanbul"
"HERSEK, BARIS","1","0","2:13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-1","2017-2018","Fenerbahce Dogus Istanbul"
"KALINIC, NIKOLA","19","13","332:01","104","31","48","10","35","12","15","9","21","30","23","9","22","3","0","26","27","103","2017-2018","Fenerbahce Dogus Istanbul"
"MAHMUTOGLU, MELIH","21","4","140:56","35","7","19","6","21","3","3","1","9","10","5","3","3","0","2","13","5","13","2017-2018","Fenerbahce Dogus Istanbul"
"MELLI, NICOLO","36","16","952:39","320","76","140","34","79","66","82","55","124","179","62","33","38","12","12","90","91","432","2017-2018","Fenerbahce Dogus Istanbul"
"MUHAMMED, ALI","21","6","237:50","146","16","33","36","78","6","8","5","18","23","25","7","8","0","2","20","20","130","2017-2018","Fenerbahce Dogus Istanbul"
"NUNNALLY, JAMES","29","18","597:09","269","48","91","46","83","35","39","13","47","60","39","21","32","5","11","49","36","254","2017-2018","Fenerbahce Dogus Istanbul"
"SLOUKAS, KOSTAS","35","10","868:50","351","73","158","43","113","76","83","18","69","87","188","21","71","2","11","56","96","445","2017-2018","Fenerbahce Dogus Istanbul"
"THOMPSON, JASON","36","18","577:20","180","73","137","0","0","34","55","39","101","140","30","5","34","23","4","100","65","220","2017-2018","Fenerbahce Dogus Istanbul"
"VESELY, JAN","34","26","904:51","424","159","261","0","0","106","150","85","89","174","53","32","51","24","7","117","159","545","2017-2018","Fenerbahce Dogus Istanbul"
"WANAMAKER, BRAD","36","25","939:59","408","88","192","40","120","112","131","21","76","97","138","48","53","2","20","84","130","463","2017-2018","Fenerbahce Dogus Istanbul"
"ANTIC, PERO","31","11","420:07","130","10","31","27","80","29","39","14","61","75","19","13","11","2","3","56","38","123","2016-2017","Fenerbahce Istanbul"
"ARNA, EGEHAN","1","0","1:09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-1","2016-2017","Fenerbahce Istanbul"
"BENNETT, ANTHONY","10","4","63:47","12","3","8","2","11","0","0","0","9","9","2","3","3","1","2","3","1","6","2016-2017","Fenerbahce Istanbul"
"BOGDANOVIC, BOGDAN","22","17","614:51","321","62","109","46","107","59","69","9","75","84","80","25","52","6","10","54","85","367","2016-2017","Fenerbahce Istanbul"
"DATOME, LUIGI","33","21","780:08","303","54","128","48","103","51","54","30","92","122","35","18","35","2","11","87","74","289","2016-2017","Fenerbahce Istanbul"
"DUVERIOGLU, AHMET","9","0","60:05","30","13","16","0","0","4","6","7","5","12","1","1","3","4","0","9","7","38","2016-2017","Fenerbahce Istanbul"
"HERSEK, BARIS","3","0","11:49","4","2","3","0","2","0","0","0","0","0","0","1","0","0","1","3","1","-1","2016-2017","Fenerbahce Istanbul"
"KALINIC, NIKOLA","33","20","790:33","249","69","123","25","72","36","43","19","82","101","51","27","46","10","6","74","70","274","2016-2017","Fenerbahce Istanbul"
"MAHMUTOGLU, MELIH","20","4","207:53","79","5","13","21","48","6","6","2","8","10","11","5","4","0","0","21","8","53","2016-2017","Fenerbahce Istanbul"
"MINCHEV, YORDAN","2","0","16:11","0","0","2","0","1","0","0","0","2","2","0","0","3","0","1","1","0","-6","2016-2017","Fenerbahce Istanbul"
"MUHAMMED, ALI","34","25","862:09","386","52","113","78","201","48","53","19","74","93","106","35","67","0","11","84","94","363","2016-2017","Fenerbahce Istanbul"
"NUNNALLY, JAMES","34","11","608:57","192","38","88","32","71","20","23","15","52","67","58","14","33","7","10","63","33","173","2016-2017","Fenerbahce Istanbul"
"SLOUKAS, KOSTAS","29","14","757:52","268","59","130","30","70","60","69","9","53","62","130","18","73","5","17","68","80","285","2016-2017","Fenerbahce Istanbul"
"UDOH, EKPE","31","22","992:51","376","150","256","0","1","76","118","76","165","241","68","30","38","68","7","64","116","641","2016-2017","Fenerbahce Istanbul"
"UGURLU, BERK","7","0","30:13","2","0","4","0","3","2","2","1","0","1","2","1","3","0","0","4","2","-6","2016-2017","Fenerbahce Istanbul"
"VESELY, JAN","34","26","831:25","328","130","228","0","3","68","122","55","99","154","49","35","49","19","5","94","116","398","2016-2017","Fenerbahce Istanbul"
"BALDWIN IV, WADE","24","9","403:07","131","38","79","8","30","31","49","8","35","43","44","12","36","1","0","54","43","103","2019-2020","Olympiacos Piraeus"
"BUYCKS, DWIGHT","3","1","44:11","15","4","8","2","2","1","1","0","4","4","9","2","6","0","0","8","2","14","2019-2020","Olympiacos Piraeus"
"CHARALAMPOPOULOS, VASILIS","2","0","12:59","3","0","0","1","3","0","0","1","1","2","1","2","0","1","0","0","0","7","2019-2020","Olympiacos Piraeus"
"CHERRY, WILL","13","5","273:27","70","17","36","8","22","12","18","6","20","26","22","11","13","1","2","34","14","56","2019-2020","Olympiacos Piraeus"
"ELLIS, OCTAVIUS","7","3","150:10","57","23","30","0","0","11","14","11","30","41","4","7","8","5","1","25","18","88","2019-2020","Olympiacos Piraeus"
"HAPP, ETHAN","1","0","0:45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-1","2019-2020","Olympiacos Piraeus"
"KONIARIS, ANTONIOS","24","13","320:59","81","8","26","20","48","5","6","8","25","33","34","16","24","1","0","60","30","64","2019-2020","Olympiacos Piraeus"
"KUZMINSKAS, MINDAUGAS","6","2","76:46","35","10","19","3","11","6","10","5","8","13","1","2","3","0","2","8","10","27","2019-2020","Olympiacos Piraeus"
"MCKISSIC, SHAQUIELLE","3","3","78:01","41","15","23","3","11","2","5","0","6","6","5","3","7","2","0","8","8","31","2019-2020","Olympiacos Piraeus"
"MILUTINOV, NIKOLA","24","24","591:49","246","84","128","0","0","78","102","86","111","197","29","11","24","14","4","35","95","461","2019-2020","Olympiacos Piraeus"
"NIKOLAIDIS, ALEXANDROS","3","0","22:57","6","1","2","0","2","4","4","0","5","5","0","5","4","0","0","2","4","11","2019-2020","Olympiacos Piraeus"
"PAPANIKOLAOU, KOSTAS","26","21","621:42","222","40","66","36","92","34","48","11","83","94","39","36","49","8","5","46","41","244","2019-2020","Olympiacos Piraeus"
"PAUL, BRANDON","27","7","531:06","232","21","49","48","126","46","67","8","71","79","35","22","27","1","5","53","64","221","2019-2020","Olympiacos Piraeus"
"POKUSEVSKI, ALEKSEJ","1","0","1:49","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","-2","2019-2020","Olympiacos Piraeus"
"PRINTEZIS, GEORGIOS","25","21","625:57","295","108","195","13","35","40","58","21","86","107","37","9","17","6","7","38","81","346","2019-2020","Olympiacos Piraeus"
"PUNTER, KEVIN","11","3","202:10","75","20","51","7","39","14","20","3","18","21","9","5","7","1","4","23","21","29","2019-2020","Olympiacos Piraeus"
"REED, WILLIE","11","1","121:13","71","28","42","0","1","15","25","12","19","31","3","1","8","3","3","12","16","77","2019-2020","Olympiacos Piraeus"
"ROCHESTIE, TAYLOR","21","0","301:23","97","19","45","14","34","17","20","5","16","21","76","6","33","0","1","42","30","105","2019-2020","Olympiacos Piraeus"
"RUBIT, AUGUSTINE","26","4","397:31","157","48","78","8","16","37","45","28","49","77","15","11","24","10","4","50","44","190","2019-2020","Olympiacos Piraeus"
"SPANOULIS, VASSILIS","22","20","542:16","248","50","86","34","119","46","57","0","26","26","102","8","58","0","11","33","63","213","2019-2020","Olympiacos Piraeus"
"VEZENKOV, SASHA","26","3","354:42","185","40","64","28","61","21","26","13","40","53","13","7","8","5","0","32","19","180","2019-2020","Olympiacos Piraeus"
"AGRAVANIS, DIMITRIS","1","0","5:15","3","1","1","0","1","1","2","0","0","0","0","2","0","1","0","2","1","3","2018-2019","Olympiacos Piraeus"
"BOGRIS, GEORGIOS","23","2","120:40","40","19","32","0","0","2","5","10","8","18","6","7","9","1","3","32","5","17","2018-2019","Olympiacos Piraeus"
"LEDAY, ZACH","30","2","513:05","292","90","158","10","28","82","105","50","71","121","8","10","26","12","12","53","81","324","2018-2019","Olympiacos Piraeus"
"MANTZARIS, VANGELIS","27","3","321:57","37","5","10","8","38","3","6","7","37","44","33","7","16","1","1","38","15","44","2018-2019","Olympiacos Piraeus"
"MILUTINOV, NIKOLA","28","28","728:36","327","125","189","1","1","74","100","95","126","221","42","17","36","20","10","41","111","561","2018-2019","Olympiacos Piraeus"
"PAPANIKOLAOU, KOSTAS","30","23","703:24","208","30","55","39","105","31","42","18","99","117","49","23","44","9","6","50","38","242","2018-2019","Olympiacos Piraeus"
"POKUSEVSKI, ALEKSEJ","2","0","5:51","1","0","2","0","1","1","2","1","1","2","1","1","1","0","0","1","1","0","2018-2019","Olympiacos Piraeus"
"PRINTEZIS, GEORGIOS","30","26","767:03","319","121","238","12","39","41","66","45","110","155","38","12","32","7","13","40","102","379","2018-2019","Olympiacos Piraeus"
"SPANOULIS, VASSILIS","25","14","551:40","255","44","99","40","121","47","66","6","40","46","127","11","72","1","14","58","84","225","2018-2019","Olympiacos Piraeus"
"STRELNIEKS, JANIS","20","5","415:30","175","29","54","28","61","33","38","1","36","37","39","14","19","1","6","45","33","166","2018-2019","Olympiacos Piraeus"
"TIMMA, JANIS","23","9","264:59","79","9","19","19","47","4","8","1","20","21","16","7","18","2","2","25","11","49","2018-2019","Olympiacos Piraeus"
"TOUPANE, AXEL","26","4","353:34","126","13","30","26","72","22","27","6","25","31","12","12","17","4","2","34","22","86","2018-2019","Olympiacos Piraeus"
"VEZENKOV, SASHA","28","3","291:21","105","35","55","6","29","17","21","19","43","62","12","10","7","2","5","24","25","133","2018-2019","Olympiacos Piraeus"
"WEBER, BRIANTE","8","7","194:09","93","31","57","6","13","13","17","7","30","37","21","8","22","2","10","29","19","82","2018-2019","Olympiacos Piraeus"
"WILLIAMS-GOSS, NIGEL","30","24","787:56","277","72","171","30","81","43","52","10","51","61","125","21","43","1","7","65","52","263","2018-2019","Olympiacos Piraeus"
"AGRAVANIS, DIMITRIS","8","0","90:45","28","6","13","3","15","7","10","4","19","23","1","1","4","0","2","15","9","19","2017-2018","Olympiacos Piraeus"
"BOGRIS, GEORGIOS","17","5","117:09","14","6","18","0","0","2","8","11","19","30","6","1","7","2","0","27","9","10","2017-2018","Olympiacos Piraeus"
"BROWN, BOBBY","9","0","86:59","20","4","11","2","20","6","11","3","2","5","10","1","4","0","1","13","9","-3","2017-2018","Olympiacos Piraeus"
"MANTZARIS, VANGELIS","31","12","609:35","137","14","30","25","91","34","41","12","54","66","62","22","25","1","2","85","40","127","2017-2018","Olympiacos Piraeus"
"MCLEAN, JAMEL","32","3","576:09","277","92","165","1","4","90","137","60","91","151","31","13","46","7","8","73","134","363","2017-2018","Olympiacos Piraeus"
"MILUTINOV, NIKOLA","29","26","630:15","254","96","147","0","0","62","82","67","99","166","28","16","31","18","8","57","92","407","2017-2018","Olympiacos Piraeus"
"PAPANIKOLAOU, KOSTAS","28","23","673:36","232","44","80","25","67","69","89","29","92","121","58","27","42","10","7","59","73","315","2017-2018","Olympiacos Piraeus"
"PAPAPETROU, IOANNIS","31","12","680:34","212","59","117","24","84","22","33","29","83","112","21","11","21","9","5","62","42","190","2017-2018","Olympiacos Piraeus"
"PRINTEZIS, GEORGIOS","28","27","716:32","337","106","210","23","67","56","81","39","115","154","40","13","36","8","11","34","85","383","2017-2018","Olympiacos Piraeus"
"ROBERTS, BRIAN","32","22","592:12","221","35","86","32","74","55","57","7","47","54","45","15","35","0","6","71","57","185","2017-2018","Olympiacos Piraeus"
"SPANOULIS, VASSILIS","24","24","631:56","336","64","135","41","130","85","104","5","32","37","134","16","83","0","22","61","107","285","2017-2018","Olympiacos Piraeus"
"STRELNIEKS, JANIS","34","4","676:16","255","41","82","39","102","56","61","2","41","43","71","19","29","0","6","57","54","241","2017-2018","Olympiacos Piraeus"
"THOMPSON, HOLLIS","28","7","422:08","158","45","90","13","49","29","43","26","50","76","24","16","18","3","8","50","30","136","2017-2018","Olympiacos Piraeus"
"TILLIE, KIM","10","3","161:27","38","5","13","8","14","4","7","7","17","24","5","2","10","2","1","20","8","31","2017-2018","Olympiacos Piraeus"
"TOLIOPOULOS, VASSILIS","10","0","52:56","15","1","4","4","13","1","2","0","3","3","9","2","1","1","0","9","5","12","2017-2018","Olympiacos Piraeus"
"WILTJER, KYLE","24","2","231:31","109","19","34","21","50","8","12","8","26","34","3","4","6","2","0","29","10","79","2017-2018","Olympiacos Piraeus"
"AGRAVANIS, DIMITRIS","25","3","281:00","91","19","40","11","48","20","25","23","38","61","4","11","7","4","6","43","26","78","2016-2017","Olympiacos Piraeus"
"ATHINAIOU, IOANNIS","9","0","42:00","3","1","4","0","3","1","2","1","2","3","5","0","6","0","0","8","3","-7","2016-2017","Olympiacos Piraeus"
"BIRCH, KHEM","37","21","670:01","269","103","165","0","0","63","98","83","126","209","12","18","38","36","15","74","79","399","2016-2017","Olympiacos Piraeus"
"GREEN, ERICK","36","4","737:28","357","82","174","48","120","49","60","10","58","68","34","25","27","5","10","52","64","289","2016-2017","Olympiacos Piraeus"
"HACKETT, DANIEL","11","0","160:21","55","13","33","4","15","17","22","1","16","17","18","5","2","0","1","22","27","61","2016-2017","Olympiacos Piraeus"
"LOJESKI, MATT","26","2","556:57","258","52","92","37","88","43","52","21","59","80","42","13","26","9","7","33","59","295","2016-2017","Olympiacos Piraeus"
"MANTZARIS, VANGELIS","37","37","875:43","215","17","56","55","151","16","23","15","90","105","87","25","43","0","7","99","40","181","2016-2017","Olympiacos Piraeus"
"MILUTINOV, NIKOLA","36","15","456:54","160","62","106","0","1","36","52","62","55","117","21","12","36","29","5","79","51","209","2016-2017","Olympiacos Piraeus"
"PAPANIKOLAOU, KOSTAS","37","32","861:06","300","66","127","37","117","57","69","57","121","178","56","43","43","13","17","87","68","358","2016-2017","Olympiacos Piraeus"
"PAPAPETROU, IOANNIS","36","6","571:06","159","35","76","26","78","11","16","16","77","93","17","19","21","11","4","59","21","138","2016-2017","Olympiacos Piraeus"
"PRINTEZIS, GEORGIOS","32","32","812:26","409","129","266","27","67","70","100","43","120","163","33","21","22","5","13","36","124","477","2016-2017","Olympiacos Piraeus"
"SPANOULIS, VASSILIS","33","32","884:12","416","78","163","53","168","101","133","8","49","57","201","19","131","0","28","76","167","393","2016-2017","Olympiacos Piraeus"
"TOLIOPOULOS, VASSILIS","4","0","2:31","3","0","1","1","3","0","0","0","0","0","0","0","0","0","1","1","0","-2","2016-2017","Olympiacos Piraeus"
"WATERS, DOMINIC","21","0","224:52","86","28","50","6","19","12","13","3","12","15","31","4","19","0","1","47","16","49","2016-2017","Olympiacos Piraeus"
"YOUNG, PATRIC","30","1","288:23","82","29","58","0","1","24","39","24","48","72","4","9","19","11","4","26","47","131","2016-2017","Olympiacos Piraeus"
"BARASHKOV, MAKSIM","1","0","1:21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2019-2020","Khimki Moscow Region"
"BERTANS, DAIRIS","21","7","354:58","96","8","17","24","56","8","10","0","12","12","24","7","11","0","2","39","22","66","2019-2020","Khimki Moscow Region"
"BOOKER, DEVIN","28","28","625:37","324","108","173","17","37","57","67","50","85","135","34","22","40","7","4","63","70","390","2019-2020","Khimki Moscow Region"
"DESIATNIKOV, ANDREI","3","0","8:03","4","2","5","0","0","0","0","1","3","4","0","0","0","0","1","2","0","2","2019-2020","Khimki Moscow Region"
"EVANS, JEREMY","21","1","426:32","179","66","107","7","16","26","35","37","56","93","16","12","18","13","4","39","38","231","2019-2020","Khimki Moscow Region"
"GILL, ANTHONY","25","11","472:56","208","54","84","22","50","34","40","36","76","112","29","8","21","11","8","61","44","258","2019-2020","Khimki Moscow Region"
"JEREBKO, JONAS","28","14","663:25","313","80","136","36","85","45","55","26","105","131","48","21","21","11","11","69","50","358","2019-2020","Khimki Moscow Region"
"JOVIC, STEFAN","23","17","534:08","174","39","64","25","47","21","34","9","35","44","96","30","38","3","1","61","42","229","2019-2020","Khimki Moscow Region"
"KARASEV, SERGEY","22","4","271:14","83","13","27","16","40","9","9","13","19","32","17","8","12","2","1","41","14","64","2019-2020","Khimki Moscow Region"
"KRAMER, CHRIS","16","0","307:14","82","23","46","10","29","6","12","7","26","33","46","6","19","2","4","37","24","85","2019-2020","Khimki Moscow Region"
"MONIA, SERGEY","17","5","191:34","32","1","6","10","23","0","0","8","24","32","9","5","8","3","0","30","2","27","2019-2020","Khimki Moscow Region"
"ROBINSON, THOMAS","4","0","42:39","17","8","13","0","0","1","3","4","9","13","2","1","6","1","0","10","7","18","2019-2020","Khimki Moscow Region"
"SHVED, ALEXEY","26","26","810:27","557","88","186","83","252","132","148","6","63","69","162","24","102","10","15","53","135","504","2019-2020","Khimki Moscow Region"
"TIMMA, JANIS","21","20","627:52","263","34","63","60","160","15","22","17","48","65","41","26","41","6","6","64","39","193","2019-2020","Khimki Moscow Region"
"VALIEV, EVGENY","1","0","6:29","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","2019-2020","Khimki Moscow Region"
"VIALTSEV, EGOR","5","0","49:11","10","3","4","1","3","1","2","2","6","8","4","1","0","0","0","5","2","16","2019-2020","Khimki Moscow Region"
"ZAYTSEV, VYACHESLAV","19","7","231:20","53","21","34","1","6","8","14","7","33","40","21","10","12","9","1","39","21","78","2019-2020","Khimki Moscow Region"
"BOST, DEE","23","23","541:56","182","31","59","35","104","15","19","12","41","53","69","22","31","1","4","59","46","178","2018-2019","Khimki Moscow Region"
"CROCKER, TONY","30","14","688:27","268","47","103","44","136","42","45","15","55","70","41","24","39","2","13","88","48","162","2018-2019","Khimki Moscow Region"
"GILL, ANTHONY","13","11","346:38","149","51","72","8","36","23","30","19","26","45","21","10","16","8","3","31","30","157","2018-2019","Khimki Moscow Region"
"GREEN, GARLON","11","6","163:25","47","13","31","5","19","6","8","3","10","13","4","5","8","2","4","18","13","20","2018-2019","Khimki Moscow Region"
"GUBANOV, PETR","12","1","111:58","15","2","6","2","8","5","8","2","5","7","4","3","2","1","0","18","11","8","2018-2019","Khimki Moscow Region"
"HARRISON, ANDREW","4","4","89:07","35","4","17","7","15","6","9","0","8","8","10","2","3","2","0","10","11","31","2018-2019","Khimki Moscow Region"
"JENKINS, CHARLES","29","25","708:49","200","37","64","34","81","24","29","24","56","80","36","30","17","6","6","80","37","207","2018-2019","Khimki Moscow Region"
"MARKOVIC, STEFAN","27","0","641:48","164","22","48","30","86","30","40","12","46","58","120","21","41","0","5","66","55","214","2018-2019","Khimki Moscow Region"
"MICKEY, JORDAN","28","5","631:28","398","135","236","20","57","68","92","47","92","139","20","21","42","30","14","53","94","431","2018-2019","Khimki Moscow Region"
"MONIA, SERGEY","26","0","320:22","107","9","25","29","65","2","3","19","31","50","26","13","18","9","2","47","12","97","2018-2019","Khimki Moscow Region"
"SHVED, ALEXEY","14","14","448:01","326","38","86","57","156","79","98","7","32","39","93","22","52","4","5","29","93","325","2018-2019","Khimki Moscow Region"
"THOMAS, MALCOLM","30","25","617:54","257","90","135","12","38","41","61","58","93","151","52","25","36","17","12","68","68","363","2018-2019","Khimki Moscow Region"
"VIALTSEV, EGOR","19","3","224:07","57","11","24","9","27","8","11","5","13","18","19","6","11","0","3","38","14","28","2018-2019","Khimki Moscow Region"
"YAKUSHIN, TIMOFEY","1","0","0:17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2018-2019","Khimki Moscow Region"
"ZAYTSEV, VYACHESLAV","15","1","97:25","27","8","18","1","3","8","12","5","3","8","8","6","4","5","1","22","11","22","2018-2019","Khimki Moscow Region"
"ZUBKOV, ANDREY","25","18","393:18","113","36","58","8","30","17","22","13","42","55","25","18","16","3","5","47","30","127","2018-2019","Khimki Moscow Region"
"ANDERSON, JAMES","31","29","674:42","286","64","112","41","119","35","40","17","70","87","39","20","27","9","5","71","40","247","2017-2018","Khimki Moscow Region"
"GILL, ANTHONY","32","31","828:26","376","101","159","33","69","75","101","49","96","145","32","16","42","19","12","89","94","419","2017-2018","Khimki Moscow Region"
"HONEYCUTT, TYLER","17","0","360:58","156","29","63","26","53","20","23","16","76","92","30","19","26","12","3","26","28","218","2017-2018","Khimki Moscow Region"
"JENKINS, CHARLES","34","22","726:48","187","28","61","37","82","20","26","15","42","57","57","32","24","4","6","104","31","150","2017-2018","Khimki Moscow Region"
"MARKOVIC, STEFAN","33","11","782:10","166","27","70","25","94","37","44","13","64","77","127","42","49","4","2","79","70","237","2017-2018","Khimki Moscow Region"
"MONIA, SERGEY","32","2","397:52","102","12","25","24","61","6","7","16","30","46","37","8","16","14","2","53","8","93","2017-2018","Khimki Moscow Region"
"ROBINSON, THOMAS","20","1","311:32","163","69","141","0","1","25","60","49","68","117","8","13","21","11","7","52","58","182","2017-2018","Khimki Moscow Region"
"SHVED, ALEXEY","34","34","1095:10","740","132","263","107","324","155","189","8","80","88","178","44","106","8","17","65","205","693","2017-2018","Khimki Moscow Region"
"SOKOLOV, DMITRY","2","0","6:28","3","1","1","0","0","1","2","1","0","1","0","0","1","0","0","2","1","1","2017-2018","Khimki Moscow Region"
"THOMAS, MALCOLM","34","33","725:37","251","88","145","11","41","42","59","74","94","168","49","27","27","13","12","73","67","359","2017-2018","Khimki Moscow Region"
"TODOROVIC, MARKO","27","0","282:03","72","32","57","0","0","8","14","21","36","57","17","8","20","10","3","57","21","74","2017-2018","Khimki Moscow Region"
"VIALTSEV, EGOR","30","5","349:09","119","11","22","26","62","19","22","5","21","26","22","8","18","1","2","55","36","87","2017-2018","Khimki Moscow Region"
"ZAYTSEV, VYACHESLAV","20","1","103:43","16","3","8","2","10","4","4","2","8","10","12","1","6","3","1","24","9","7","2017-2018","Khimki Moscow Region"
"ZUBKOV, ANDREY","15","1","155:22","47","12","26","6","18","5","11","6","22","28","5","2","8","0","2","19","17","38","2017-2018","Khimki Moscow Region"
"CHRISTON, SEMAJ","7","5","176:39","64","19","35","6","21","8","11","2","6","8","26","2","8","0","1","17","16","56","2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"DIOP, ILIMANE","27","0","286:44","99","28","46","6","21","25","33","22","31","53","7","8","22","14","2","56","39","99","2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"DRAGIC, ZORAN","5","1","86:55","39","6","16","5","14","12","17","1","9","10","2","3","5","0","3","9","17","30","2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"ERIC, MICHAEL","28","22","419:25","159","69","125","0","0","21","46","34","42","76","9","21","35","17","11","71","40","124","2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
"FALL, YOUSSOUPHA","28","6","379:30","162","67","109","0","0","28","62","63","72","135","3","6","36","18","4","71","66","203","2019-2020","KIROLBET Baskonia Vitoria-Gasteiz"
